Toxin|Marvel Comics,Male,Symbiote,good,Blond,black,Unknown,"{'Height': '191.0 cm', 'Weight': '117.0 kg'}"
Trickster|DC Comics,Male,Human,Unknown,Blond,blue,Unknown,"{'Height': '183.0 cm', 'Weight': '81.0 kg'}"
Triplicate Girl|DC Comics,Female,Unknown,good,Brown,purple,Unknown,"{'Height': '168.0 cm', 'Weight': '59.0 kg'}"
Triton|Marvel Comics,Male,Inhuman,good,No Hair,green,green,"{'Height': '188.0 cm', 'Weight': '86.0 kg'}"
Ultragirl|Marvel Comics,Female,Unknown,good,Blond,blue,Unknown,"{'Height': '168.0 cm', 'Weight': '105.0 kg'}"
Ultron|Marvel Comics,Male,Android,bad,Unknown,red,silver,"{'Height': '206.0 cm', 'Weight': '331.0 kg'}"
Utgard-Loki|Marvel Comics,Male,Frost Giant,bad,White,blue,Unknown,"{'Height': '15.2 cm', 'Weight': '58.0 kg'}"
Valerie Hart|Team Epic TV,Female,Unknown,good,Black,hazel,Unknown,"{'Height': '175.0 cm', 'Weight': '56.0 kg'}"
Valkyrie|Marvel Comics,Female,Unknown,good,Blond,blue,Unknown,"{'Height': '191.0 cm', 'Weight': '214.0 kg'}"
Vanisher|Marvel Comics,Male,Unknown,bad,No Hair,green,Unknown,"{'Height': '165.0 cm', 'Weight': '79.0 kg'}"
Vegeta|Shueisha,Male,Saiyan,bad,Black,Unknown,Unknown,"{'Height': '168.0 cm', 'Weight': '73.0 kg'}"
Venom|Marvel Comics,Male,Symbiote,bad,Strawberry Blond,blue,Unknown,"{'Height': '191.0 cm', 'Weight': '117.0 kg'}"
Venom II|Marvel Comics,Male,Unknown,bad,Black,brown,Unknown,"{'Height': '175.0 cm', 'Weight': '50.0 kg'}"
Venom III|Marvel Comics,Male,Symbiote,bad,Brown,brown,Unknown,"{'Height': '229.0 cm', 'Weight': '334.0 kg'}"
Vertigo II|Marvel Comics,Female,Unknown,good,Silver,blue,Unknown,"{'Height': '168.0 cm', 'Weight': '52.0 kg'}"
Vibe|DC Comics,Male,Human,good,Black,brown,Unknown,"{'Height': '178.0 cm', 'Weight': '71.0 kg'}"
Vindicator|Marvel Comics,Female,Human,good,Red,green,Unknown,"{'Height': '165.0 cm', 'Weight': '54.0 kg'}"
Violet Parr|Dark Horse Comics,Female,Human,good,Black,violet,Unknown,"{'Height': '137.0 cm', 'Weight': '41.0 kg'}"
Vision|Marvel Comics,Male,Android,good,No Hair,gold,red,"{'Height': '191.0 cm', 'Weight': '135.0 kg'}"
Vixen|DC Comics,Female,Human,good,Black,amber,Unknown,"{'Height': '175.0 cm', 'Weight': '63.0 kg'}"
Vulture|Marvel Comics,Male,Human,bad,No Hair,brown,Unknown,"{'Height': '180.0 cm', 'Weight': '79.0 kg'}"
Walrus|Marvel Comics,Male,Human,bad,Black,blue,Unknown,"{'Height': '183.0 cm', 'Weight': '162.0 kg'}"
War Machine|Marvel Comics,Male,Human,good,Brown,brown,Unknown,"{'Height': '185.0 cm', 'Weight': '95.0 kg'}"
Warlock|Marvel Comics,Male,Unknown,good,Blond,red,Unknown,"{'Height': '188.0 cm', 'Weight': '108.0 kg'}"
Warp|DC Comics,Male,Unknown,bad,Black,brown,Unknown,"{'Height': '173.0 cm', 'Weight': '67.0 kg'}"
Warpath|Marvel Comics,Male,Mutant,good,Black,brown,Unknown,"{'Height': '218.0 cm', 'Weight': '158.0 kg'}"
Wasp|Marvel Comics,Female,Human,good,Auburn,blue,Unknown,"{'Height': '163.0 cm', 'Weight': '50.0 kg'}"
Winter Soldier|Marvel Comics,Male,Human,good,Brown,brown,Unknown,"{'Height': '175.0 cm', 'Weight': '117.0 kg'}"
Wolfsbane|Marvel Comics,Female,Unknown,good,Auburn,green,Unknown,"{'Height': '366.0 cm', 'Weight': '473.0 kg'}"
Wolverine|Marvel Comics,Male,Mutant,good,Black,blue,Unknown,"{'Height': '160.0 cm', 'Weight': '135.0 kg'}"
Wonder Girl|DC Comics,Female,Demi-God,good,Blond,blue,Unknown,"{'Height': '165.0 cm', 'Weight': '51.0 kg'}"
Wonder Man|Marvel Comics,Male,Unknown,good,Black,red,Unknown,"{'Height': '188.0 cm', 'Weight': '171.0 kg'}"
Wonder Woman|DC Comics,Female,Amazon,good,Black,blue,Unknown,"{'Height': '183.0 cm', 'Weight': '74.0 kg'}"
X-23|Marvel Comics,Female,Mutant / Clone,good,Black,green,Unknown,"{'Height': '155.0 cm', 'Weight': '50.0 kg'}"
X-Man|Marvel Comics,Male,Unknown,good,Brown,blue,Unknown,"{'Height': '175.0 cm', 'Weight': '61.0 kg'}"
Yellowjacket|Marvel Comics,Male,Human,good,Blond,blue,Unknown,"{'Height': '183.0 cm', 'Weight': '83.0 kg'}"
Yellowjacket II|Marvel Comics,Female,Human,good,Strawberry Blond,blue,Unknown,"{'Height': '165.0 cm', 'Weight': '52.0 kg'}"
Yoda|George Lucas,Male,Yoda's species,good,White,brown,green,"{'Height': '66.0 cm', 'Weight': '17.0 kg'}"
Zatanna|DC Comics,Female,Human,good,Black,blue,Unknown,"{'Height': '170.0 cm', 'Weight': '57.0 kg'}"
Zoom|DC Comics,Male,Unknown,bad,Brown,red,Unknown,"{'Height': '185.0 cm', 'Weight': '81.0 kg'}"
